sido_code,sigungu_code,emd_code,week_type,velocity_AVRG,시도,시군구
31,31092,3109276,weekday,30.09,경기도,안산시 단원구
31,31050,3105080,weekday,26.91,경기도,부천시
31,31101,3110159,weekday,31.33,경기도,고양시 덕양구
31,31130,3113054,weekday,42.83,경기도,남양주시
31,31022,3102262,weekday,23.49,경기도,성남시 중원구
31,31104,3110452,weekday,21.06,경기도,고양시 일산서구
31,31021,3102160,weekday,22.2,경기도,성남시 수정구
31,31280,3128033,weekday,51.29,경기도,여주시
31,31260,3126053,weekday,33.89,경기도,양주시
31,31110,3111053,weekday,19.93,경기도,과천시
31,31042,3104253,weekday,21.63,경기도,안양시 동안구
31,31050,3105059,weekday,27.34,경기도,부천시
31,31180,3118056,weekday,27.22,경기도,하남시
31,31023,3102375,weekday,27.73,경기도,성남시 분당구
31,31260,3126052,weekday,34.72,경기도,양주시
31,31192,3119259,weekday,31.18,경기도,용인시 기흥구
31,31160,3116061,weekday,21.0,경기도,군포시
31,31130,3113057,weekday,32.34,경기도,남양주시
31,31042,3104254,weekday,20.25,경기도,안양시 동안구
31,31220,3122042,weekday,46.5,경기도,안성시
31,31070,3107058,weekday,24.07,경기도,평택시
31,31023,3102372,weekday,28.84,경기도,성남시 분당구
31,31200,3120035,weekday,39.35,경기도,파주시
31,31192,3119257,weekday,25.43,경기도,용인시 기흥구
31,31150,3115056,weekday,37.98,경기도,시흥시
31,31023,3102351,weekday,23.2,경기도,성남시 분당구
31,31120,3112056,weekday,21.05,경기도,구리시
31,31220,3122011,weekday,32.54,경기도,안성시
31,31023,3102363,weekday,21.25,경기도,성남시 분당구
31,31270,3127035,weekday,54.32,경기도,포천시
31,31240,3124066,weekday,33.74,경기도,화성시
31,31260,3126051,weekday,41.42,경기도,양주시
31,31070,3107064,weekday,30.24,경기도,평택시
31,31270,3127032,weekday,53.38,경기도,포천시
31,31101,3110158,weekday,33.91,경기도,고양시 덕양구
31,31230,3123011,weekday,35.33,경기도,김포시
31,31101,3110154,weekday,26.22,경기도,고양시 덕양구
31,31370,3137032,weekday,42.18,경기도,가평군
31,31150,3115062,weekday,22.62,경기도,시흥시
31,31120,3112054,weekday,37.33,경기도,구리시
31,31280,3128011,weekday,43.94,경기도,여주시
31,31042,3104262,weekday,24.27,경기도,안양시 동안구
31,31270,3127031,weekday,44.17,경기도,포천시
31,31191,3119112,weekday,36.88,경기도,용인시 처인구
31,31230,3123062,weekday,26.51,경기도,김포시
31,31091,3109157,weekday,33.91,경기도,안산시 상록구
31,31013,3101369,weekday,27.18,경기도,수원시 팔달구
31,31022,3102253,weekday,21.28,경기도,성남시 중원구
31,31280,3128038,weekday,52.57,경기도,여주시
31,31021,3102168,weekday,24.46,경기도,성남시 수정구
31,31110,3111056,weekday,34.94,경기도,과천시
31,31240,3124038,weekday,37.84,경기도,화성시
31,31200,3120021,weekday,55.92,경기도,파주시
31,31041,3104162,weekday,24.12,경기도,안양시 만안구
31,31210,3121054,weekday,27.42,경기도,이천시
31,31240,3124015,weekday,36.75,경기도,화성시
31,31160,3116054,weekday,24.69,경기도,군포시
31,31030,3103053,weekday,21.48,경기도,의정부시
31,31050,3105078,weekday,25.82,경기도,부천시
31,31023,3102354,weekday,26.74,경기도,성남시 분당구
31,31012,3101252,weekday,29.2,경기도,수원시 권선구
31,31180,3118065,weekday,26.82,경기도,하남시
31,31170,3117056,weekday,42.01,경기도,의왕시
31,31060,3106058,weekday,24.86,경기도,광명시
31,31240,3124056,weekday,32.18,경기도,화성시
31,31250,3125036,weekday,45.7,경기도,광주시
31,31150,3115055,weekday,40.68,경기도,시흥시
31,31350,3135034,weekday,49.59,경기도,연천군
31,31160,3116060,weekday,19.83,경기도,군포시
31,31230,3123036,weekday,38.0,경기도,김포시
31,31030,3103052,weekday,24.91,경기도,의정부시
31,31200,3120031,weekday,37.49,경기도,파주시
31,31270,3127039,weekday,45.94,경기도,포천시
31,31180,3118051,weekday,41.48,경기도,하남시
31,31200,3120013,weekday,45.5,경기도,파주시
31,31104,3110455,weekday,21.2,경기도,고양시 일산서구
31,31021,3102153,weekday,31.92,경기도,성남시 수정구
31,31022,3102258,weekday,25.45,경기도,성남시 중원구
31,31022,3102261,weekday,36.57,경기도,성남시 중원구
31,31041,3104158,weekday,21.02,경기도,안양시 만안구
31,31210,3121038,weekday,46.67,경기도,이천시
31,31170,3117055,weekday,25.04,경기도,의왕시
31,31091,3109176,weekday,21.6,경기도,안산시 상록구
31,31021,3102156,weekday,19.91,경기도,성남시 수정구
31,31041,3104161,weekday,30.21,경기도,안양시 만안구
31,31060,3106051,weekday,22.03,경기도,광명시
31,31080,3108055,weekday,29.69,경기도,동두천시
31,31192,3119253,weekday,26.26,경기도,용인시 기흥구
31,31030,3103059,weekday,33.64,경기도,의정부시
31,31230,3123056,weekday,29.99,경기도,김포시
31,31070,3107057,weekday,24.3,경기도,평택시
31,31370,3137031,weekday,46.82,경기도,가평군
31,31104,3110451,weekday,21.04,경기도,고양시 일산서구
31,31091,3109173,weekday,39.4,경기도,안산시 상록구
31,31104,3110459,weekday,32.61,경기도,고양시 일산서구
31,31110,3111054,weekday,20.04,경기도,과천시
31,31200,3120038,weekday,60.15,경기도,파주시
31,31150,3115051,weekday,29.1,경기도,시흥시
31,31350,3135035,weekday,42.91,경기도,연천군
31,31350,3135038,weekday,46.19,경기도,연천군
31,31380,3138011,weekday,36.35,경기도,양평군
31,31150,3115053,weekday,37.47,경기도,시흥시
31,31200,3120037,weekday,49.75,경기도,파주시
31,31170,3117051,weekday,28.63,경기도,의왕시
31,31160,3116058,weekday,25.09,경기도,군포시
31,31120,3112057,weekday,18.74,경기도,구리시
31,31380,3138040,weekday,43.44,경기도,양평군
31,31180,3118059,weekday,40.59,경기도,하남시
31,31070,3107011,weekday,35.2,경기도,평택시
31,31250,3125038,weekday,55.01,경기도,광주시
31,31103,3110361,weekday,23.7,경기도,고양시 일산동구
31,31280,3128034,weekday,52.26,경기도,여주시
31,31091,3109151,weekday,23.73,경기도,안산시 상록구
31,31380,3138034,weekday,44.19,경기도,양평군
31,31191,3119152,weekday,28.86,경기도,용인시 처인구
31,31101,3110169,weekday,23.08,경기도,고양시 덕양구
31,31041,3104157,weekday,22.48,경기도,안양시 만안구
31,31260,3126055,weekday,26.98,경기도,양주시
31,31260,3126033,weekday,40.61,경기도,양주시
31,31023,3102367,weekday,23.43,경기도,성남시 분당구
31,31193,3119351,weekday,19.46,경기도,용인시 수지구
31,31091,3109156,weekday,22.69,경기도,안산시 상록구
31,31021,3102164,weekday,36.41,경기도,성남시 수정구
31,31050,3105063,weekday,23.71,경기도,부천시
31,31021,3102167,weekday,25.81,경기도,성남시 수정구
31,31130,3113012,weekday,32.22,경기도,남양주시
31,31023,3102358,weekday,25.23,경기도,성남시 분당구
31,31050,3105064,weekday,21.32,경기도,부천시
31,31200,3120058,weekday,28.95,경기도,파주시
31,31091,3109155,weekday,21.73,경기도,안산시 상록구
31,31200,3120053,weekday,23.54,경기도,파주시
31,31013,3101368,weekday,20.83,경기도,수원시 팔달구
31,31220,3122036,weekday,42.79,경기도,안성시
31,31230,3123012,weekday,40.43,경기도,김포시
31,31022,3102257,weekday,26.53,경기도,성남시 중원구
31,31120,3112052,weekday,32.4,경기도,구리시
31,31103,3110353,weekday,24.94,경기도,고양시 일산동구
31,31103,3110357,weekday,20.05,경기도,고양시 일산동구
31,31104,3110454,weekday,20.11,경기도,고양시 일산서구
31,31050,3105055,weekday,18.71,경기도,부천시
31,31380,3138038,weekday,48.71,경기도,양평군
31,31260,3126054,weekday,29.23,경기도,양주시
31,31060,3106052,weekday,18.93,경기도,광명시
31,31021,3102159,weekday,37.04,경기도,성남시 수정구
31,31230,3123013,weekday,32.54,경기도,김포시
31,31150,3115054,weekday,29.93,경기도,시흥시
31,31021,3102155,weekday,21.74,경기도,성남시 수정구
31,31042,3104260,weekday,23.42,경기도,안양시 동안구
31,31103,3110359,weekday,21.88,경기도,고양시 일산동구
31,31193,3119357,weekday,30.59,경기도,용인시 수지구
31,31091,3109171,weekday,35.29,경기도,안산시 상록구
31,31070,3107037,weekday,46.03,경기도,평택시
31,31012,3101253,weekday,27.74,경기도,수원시 권선구
31,31013,3101356,weekday,26.39,경기도,수원시 팔달구
31,31120,3112058,weekday,31.98,경기도,구리시
31,31250,3125053,weekday,34.21,경기도,광주시
31,31070,3107031,weekday,37.35,경기도,평택시
31,31050,3105077,weekday,19.43,경기도,부천시
31,31023,3102364,weekday,23.32,경기도,성남시 분당구
31,31240,3124031,weekday,48.52,경기도,화성시
31,31160,3116056,weekday,24.41,경기도,군포시
31,31050,3105083,weekday,31.19,경기도,부천시
31,31050,3105058,weekday,18.46,경기도,부천시
31,31200,3120057,weekday,27.9,경기도,파주시
31,31270,3127037,weekday,53.91,경기도,포천시
31,31230,3123034,weekday,35.23,경기도,김포시
31,31130,3113013,weekday,33.41,경기도,남양주시
31,31030,3103051,weekday,24.6,경기도,의정부시
31,31050,3105076,weekday,22.38,경기도,부천시
31,31280,3128053,weekday,33.95,경기도,여주시
31,31110,3111055,weekday,30.48,경기도,과천시
31,31091,3109162,weekday,27.32,경기도,안산시 상록구
31,31050,3105052,weekday,18.3,경기도,부천시
31,31101,3110161,weekday,44.21,경기도,고양시 덕양구
31,31042,3104256,weekday,24.03,경기도,안양시 동안구
31,31092,3109259,weekday,24.84,경기도,안산시 단원구
31,31101,3110156,weekday,42.18,경기도,고양시 덕양구
31,31050,3105062,weekday,23.47,경기도,부천시
31,31012,3101261,weekday,24.47,경기도,수원시 권선구
31,31191,3119154,weekday,32.28,경기도,용인시 처인구
31,31230,3123061,weekday,32.1,경기도,김포시
31,31060,3106061,weekday,21.51,경기도,광명시
31,31260,3126032,weekday,38.62,경기도,양주시
31,31220,3122041,weekday,43.63,경기도,안성시
31,31192,3119258,weekday,28.66,경기도,용인시 기흥구
31,31350,3135032,weekday,45.33,경기도,연천군
31,31014,3101459,weekday,25.21,경기도,수원시 영통구
31,31042,3104266,weekday,26.76,경기도,안양시 동안구
31,31050,3105060,weekday,22.9,경기도,부천시
31,31013,3101371,weekday,23.9,경기도,수원시 팔달구
31,31012,3101256,weekday,27.93,경기도,수원시 권선구
31,31012,3101264,weekday,24.19,경기도,수원시 권선구
31,31012,3101255,weekday,27.95,경기도,수원시 권선구
31,31240,3124039,weekday,40.28,경기도,화성시
31,31240,3124013,weekday,41.87,경기도,화성시
31,31220,3122038,weekday,46.31,경기도,안성시
31,31220,3122039,weekday,47.87,경기도,안성시
31,31030,3103067,weekday,29.05,경기도,의정부시
31,31023,3102355,weekday,19.51,경기도,성남시 분당구
31,31240,3124052,weekday,26.25,경기도,화성시
31,31050,3105070,weekday,25.26,경기도,부천시
31,31101,3110152,weekday,34.73,경기도,고양시 덕양구
31,31014,3101463,weekday,34.66,경기도,수원시 영통구
31,31240,3124037,weekday,39.91,경기도,화성시
31,31270,3127036,weekday,46.89,경기도,포천시
31,31240,3124064,weekday,23.86,경기도,화성시
31,31230,3123053,weekday,21.77,경기도,김포시
31,31193,3119359,weekday,26.66,경기도,용인시 수지구
31,31092,3109272,weekday,45.05,경기도,안산시 단원구
31,31022,3102256,weekday,19.45,경기도,성남시 중원구
31,31091,3109154,weekday,27.47,경기도,안산시 상록구
31,31060,3106066,weekday,29.0,경기도,광명시
31,31240,3124042,weekday,37.53,경기도,화성시
31,31070,3107014,weekday,41.89,경기도,평택시
31,31060,3106060,weekday,22.02,경기도,광명시
31,31070,3107062,weekday,27.38,경기도,평택시
31,31250,3125034,weekday,47.86,경기도,광주시
31,31130,3113052,weekday,26.88,경기도,남양주시
31,31050,3105054,weekday,26.69,경기도,부천시
31,31140,3114053,weekday,27.26,경기도,오산시
31,31060,3106063,weekday,20.24,경기도,광명시
31,31191,3119153,weekday,33.58,경기도,용인시 처인구
31,31092,3109268,weekday,23.73,경기도,안산시 단원구
31,31041,3104152,weekday,28.47,경기도,안양시 만안구
31,31270,3127011,weekday,37.63,경기도,포천시
31,31200,3120015,weekday,36.49,경기도,파주시
31,31070,3107052,weekday,23.84,경기도,평택시
31,31180,3118055,weekday,20.22,경기도,하남시
31,31210,3121051,weekday,19.76,경기도,이천시
31,31042,3104258,weekday,22.52,경기도,안양시 동안구
31,31092,3109269,weekday,30.61,경기도,안산시 단원구
31,31150,3115071,weekday,30.93,경기도,시흥시
31,31280,3128051,weekday,40.74,경기도,여주시
31,31014,3101464,weekday,23.15,경기도,수원시 영통구
31,31350,3135031,weekday,51.56,경기도,연천군
31,31380,3138039,weekday,46.89,경기도,양평군
31,31070,3107056,weekday,27.03,경기도,평택시
31,31250,3125011,weekday,30.65,경기도,광주시
31,31260,3126034,weekday,44.53,경기도,양주시
31,31130,3113035,weekday,44.9,경기도,남양주시
31,31240,3124053,weekday,27.65,경기도,화성시
31,31370,3137033,weekday,45.68,경기도,가평군
31,31042,3104251,weekday,25.27,경기도,안양시 동안구
31,31200,3120056,weekday,31.08,경기도,파주시
31,31060,3106053,weekday,19.97,경기도,광명시
31,31380,3138037,weekday,52.21,경기도,양평군
31,31042,3104252,weekday,25.13,경기도,안양시 동안구
31,31180,3118052,weekday,19.44,경기도,하남시
31,31101,3110166,weekday,29.81,경기도,고양시 덕양구
31,31041,3104153,weekday,20.27,경기도,안양시 만안구
31,31070,3107055,weekday,25.04,경기도,평택시
31,31012,3101260,weekday,23.33,경기도,수원시 권선구
31,31014,3101460,weekday,25.1,경기도,수원시 영통구
31,31070,3107033,weekday,40.75,경기도,평택시
31,31150,3115068,weekday,40.1,경기도,시흥시
31,31160,3116062,weekday,39.41,경기도,군포시
31,31080,3108052,weekday,24.12,경기도,동두천시
31,31192,3119252,weekday,25.85,경기도,용인시 기흥구
31,31080,3108058,weekday,35.38,경기도,동두천시
31,31022,3102251,weekday,30.0,경기도,성남시 중원구
31,31050,3105084,weekday,29.89,경기도,부천시
31,31350,3135033,weekday,49.94,경기도,연천군
31,31270,3127034,weekday,43.92,경기도,포천시
31,31070,3107063,weekday,22.88,경기도,평택시
31,31091,3109174,weekday,21.84,경기도,안산시 상록구
31,31110,3111052,weekday,32.18,경기도,과천시
31,31220,3122031,weekday,43.49,경기도,안성시
31,31042,3104259,weekday,21.42,경기도,안양시 동안구
31,31021,3102161,weekday,27.62,경기도,성남시 수정구
31,31240,3124043,weekday,37.46,경기도,화성시
31,31150,3115065,weekday,23.66,경기도,시흥시
31,31180,3118054,weekday,27.99,경기도,하남시
31,31021,3102151,weekday,22.68,경기도,성남시 수정구
31,31014,3101454,weekday,19.55,경기도,수원시 영통구
31,31050,3105061,weekday,22.83,경기도,부천시
31,31050,3105065,weekday,20.34,경기도,부천시
31,31130,3113015,weekday,25.26,경기도,남양주시
31,31023,3102352,weekday,19.17,경기도,성남시 분당구
31,31023,3102374,weekday,32.06,경기도,성남시 분당구
31,31191,3119135,weekday,40.85,경기도,용인시 처인구
31,31092,3109273,weekday,20.09,경기도,안산시 단원구
31,31023,3102368,weekday,40.24,경기도,성남시 분당구
31,31070,3107032,weekday,36.25,경기도,평택시
31,31101,3110151,weekday,33.68,경기도,고양시 덕양구
31,31370,3137036,weekday,41.18,경기도,가평군
31,31050,3105067,weekday,20.82,경기도,부천시
31,31220,3122051,weekday,34.98,경기도,안성시
31,31030,3103064,weekday,24.23,경기도,의정부시
31,31023,3102362,weekday,20.6,경기도,성남시 분당구
31,31014,3101453,weekday,23.53,경기도,수원시 영통구
31,31140,3114056,weekday,30.44,경기도,오산시
31,31191,3119134,weekday,41.42,경기도,용인시 처인구
31,31101,3110168,weekday,41.81,경기도,고양시 덕양구
31,31192,3119262,weekday,31.65,경기도,용인시 기흥구
31,31350,3135011,weekday,46.09,경기도,연천군
31,31091,3109178,weekday,26.27,경기도,안산시 상록구
31,31012,3101262,weekday,37.28,경기도,수원시 권선구
31,31210,3121053,weekday,28.12,경기도,이천시
31,31230,3123054,weekday,22.98,경기도,김포시
31,31240,3124060,weekday,20.99,경기도,화성시
31,31070,3107012,weekday,31.66,경기도,평택시
31,31104,3110457,weekday,26.09,경기도,고양시 일산서구
31,31270,3127051,weekday,27.26,경기도,포천시
31,31023,3102356,weekday,19.57,경기도,성남시 분당구
31,31012,3101266,weekday,28.1,경기도,수원시 권선구
31,31030,3103058,weekday,20.3,경기도,의정부시
31,31220,3122052,weekday,29.98,경기도,안성시
31,31250,3125035,weekday,42.96,경기도,광주시
31,31240,3124012,weekday,32.28,경기도,화성시
31,31240,3124062,weekday,21.0,경기도,화성시
31,31023,3102353,weekday,25.2,경기도,성남시 분당구
31,31080,3108051,weekday,28.28,경기도,동두천시
31,31014,3101452,weekday,20.57,경기도,수원시 영통구
31,31130,3113058,weekday,28.46,경기도,남양주시
31,31210,3121052,weekday,35.12,경기도,이천시
31,31220,3122032,weekday,52.77,경기도,안성시
31,31060,3106059,weekday,22.75,경기도,광명시
31,31193,3119354,weekday,24.53,경기도,용인시 수지구
31,31220,3122053,weekday,28.96,경기도,안성시
31,31150,3115070,weekday,31.28,경기도,시흥시
31,31160,3116051,weekday,23.35,경기도,군포시
31,31200,3120011,weekday,37.57,경기도,파주시
31,31042,3104264,weekday,20.39,경기도,안양시 동안구
31,31191,3119111,weekday,34.71,경기도,용인시 처인구
31,31060,3106068,weekday,43.39,경기도,광명시
31,31012,3101254,weekday,22.17,경기도,수원시 권선구
31,31101,3110157,weekday,29.38,경기도,고양시 덕양구
31,31150,3115059,weekday,38.24,경기도,시흥시
31,31101,3110160,weekday,32.18,경기도,고양시 덕양구
31,31101,3110162,weekday,22.74,경기도,고양시 덕양구
31,31101,3110163,weekday,23.32,경기도,고양시 덕양구
31,31101,3110153,weekday,31.3,경기도,고양시 덕양구
31,31150,3115064,weekday,23.64,경기도,시흥시
31,31250,3125014,weekday,40.97,경기도,광주시
31,31041,3104159,weekday,30.55,경기도,안양시 만안구
31,31130,3113014,weekday,36.94,경기도,남양주시
31,31092,3109278,weekday,26.89,경기도,안산시 단원구
31,31380,3138035,weekday,45.61,경기도,양평군
31,31120,3112053,weekday,23.28,경기도,구리시
31,31011,3101156,weekday,21.79,경기도,수원시 장안구
31,31160,3116052,weekday,27.09,경기도,군포시
31,31110,3111051,weekday,24.69,경기도,과천시
31,31240,3124033,weekday,48.22,경기도,화성시
31,31180,3118062,weekday,25.6,경기도,하남시
31,31021,3102162,weekday,37.35,경기도,성남시 수정구
31,31130,3113059,weekday,32.61,경기도,남양주시
31,31120,3112051,weekday,34.93,경기도,구리시
31,31022,3102259,weekday,19.42,경기도,성남시 중원구
31,31012,3101265,weekday,24.59,경기도,수원시 권선구
31,31050,3105057,weekday,23.05,경기도,부천시
31,31130,3113031,weekday,42.69,경기도,남양주시
31,31023,3102376,weekday,34.05,경기도,성남시 분당구
31,31150,3115052,weekday,25.97,경기도,시흥시
31,31192,3119260,weekday,35.1,경기도,용인시 기흥구
31,31041,3104160,weekday,36.41,경기도,안양시 만안구
31,31030,3103055,weekday,30.77,경기도,의정부시
31,31050,3105068,weekday,21.36,경기도,부천시
31,31280,3128031,weekday,48.46,경기도,여주시
31,31050,3105051,weekday,19.7,경기도,부천시
31,31042,3104263,weekday,25.03,경기도,안양시 동안구
31,31150,3115063,weekday,28.0,경기도,시흥시
31,31030,3103061,weekday,24.26,경기도,의정부시
31,31280,3128036,weekday,54.44,경기도,여주시
31,31041,3104156,weekday,23.6,경기도,안양시 만안구
31,31180,3118061,weekday,27.84,경기도,하남시
31,31060,3106055,weekday,22.08,경기도,광명시
31,31050,3105071,weekday,18.15,경기도,부천시
31,31023,3102360,weekday,30.18,경기도,성남시 분당구
31,31101,3110155,weekday,26.7,경기도,고양시 덕양구
31,31080,3108061,weekday,24.78,경기도,동두천시
31,31210,3121037,weekday,46.81,경기도,이천시
31,31240,3124057,weekday,35.47,경기도,화성시
31,31193,3119352,weekday,20.86,경기도,용인시 수지구
31,31130,3113034,weekday,37.24,경기도,남양주시
31,31023,3102377,weekday,30.64,경기도,성남시 분당구
31,31013,3101367,weekday,24.45,경기도,수원시 팔달구
31,31042,3104265,weekday,17.55,경기도,안양시 동안구
31,31103,3110355,weekday,25.99,경기도,고양시 일산동구
31,31130,3113032,weekday,25.67,경기도,남양주시
