sido_code,sigungu_code,emd_code,week_type,TI_CG,시도,시군구
11,11110,1111072,weekday,93.28,서울특별시,노원구
11,11080,1108085,weekday,79.34,서울특별시,성북구
11,11100,1110065,weekday,66.01,서울특별시,도봉구
11,11100,1110053,weekday,79.33,서울특별시,도봉구
11,11230,1123075,weekday,78.4,서울특별시,강남구
11,11140,1114060,weekday,79.34,서울특별시,마포구
11,11210,1121079,weekday,67.6,서울특별시,관악구
11,11160,1116058,weekday,71.43,서울특별시,강서구
11,11230,1123063,weekday,80.16,서울특별시,강남구
11,11160,1116055,weekday,73.48,서울특별시,강서구
11,11040,1104071,weekday,77.17,서울특별시,성동구
11,11040,1104054,weekday,61.91,서울특별시,성동구
11,11080,1108065,weekday,70.17,서울특별시,성북구
11,11190,1119073,weekday,61.25,서울특별시,영등포구
11,11030,1103074,weekday,58.5,서울특별시,용산구
11,11200,1120068,weekday,57.73,서울특별시,동작구
11,11190,1119072,weekday,46.14,서울특별시,영등포구
11,11060,1106080,weekday,71.17,서울특별시,동대문구
11,11010,1101060,weekday,75.16,서울특별시,종로구
11,11160,1116052,weekday,88.83,서울특별시,강서구
11,11090,1109061,weekday,68.79,서울특별시,강북구
11,11140,1114072,weekday,74.89,서울특별시,마포구
11,11040,1104065,weekday,75.34,서울특별시,성동구
11,11100,1110059,weekday,66.39,서울특별시,도봉구
11,11100,1110051,weekday,62.36,서울특별시,도봉구
11,11220,1122052,weekday,79.64,서울특별시,서초구
11,11240,1124078,weekday,54.99,서울특별시,송파구
11,11150,1115057,weekday,57.49,서울특별시,양천구
11,11010,1101058,weekday,72.79,서울특별시,종로구
11,11190,1119054,weekday,67.02,서울특별시,영등포구
11,11150,1115058,weekday,55.55,서울특별시,양천구
11,11130,1113072,weekday,80.35,서울특별시,서대문구
11,11230,1123073,weekday,62.48,서울특별시,강남구
11,11090,1109070,weekday,66.07,서울특별시,강북구
11,11070,1107065,weekday,71.42,서울특별시,중랑구
11,11210,1121072,weekday,46.15,서울특별시,관악구
11,11100,1110054,weekday,73.42,서울특별시,도봉구
11,11140,1114074,weekday,63.04,서울특별시,마포구
11,11240,1124065,weekday,79.93,서울특별시,송파구
11,11030,1103066,weekday,52.62,서울특별시,용산구
11,11200,1120065,weekday,54.91,서울특별시,동작구
11,11110,1111053,weekday,64.06,서울특별시,노원구
11,11240,1124057,weekday,47.03,서울특별시,송파구
11,11170,1117072,weekday,73.62,서울특별시,구로구
11,11030,1103072,weekday,66.44,서울특별시,용산구
11,11180,1118051,weekday,82.23,서울특별시,금천구
11,11070,1107064,weekday,83.96,서울특별시,중랑구
11,11170,1117068,weekday,59.9,서울특별시,구로구
11,11160,1116054,weekday,83.5,서울특별시,강서구
11,11240,1124080,weekday,75.03,서울특별시,송파구
11,11170,1117065,weekday,77.95,서울특별시,구로구
11,11240,1124075,weekday,60.92,서울특별시,송파구
11,11120,1112059,weekday,64.73,서울특별시,은평구
11,11210,1121080,weekday,60.82,서울특별시,관악구
11,11080,1108071,weekday,71.0,서울특별시,성북구
11,11090,1109069,weekday,60.24,서울특별시,강북구
11,11210,1121063,weekday,59.78,서울특별시,관악구
11,11150,1115062,weekday,63.1,서울특별시,양천구
11,11110,1111059,weekday,90.95,서울특별시,노원구
11,11200,1120053,weekday,62.96,서울특별시,동작구
11,11100,1110063,weekday,65.01,서울특별시,도봉구
11,11160,1116070,weekday,77.93,서울특별시,강서구
11,11190,1119069,weekday,56.47,서울특별시,영등포구
11,11210,1121068,weekday,56.96,서울특별시,관악구
11,11070,1107072,weekday,70.07,서울특별시,중랑구
11,11200,1120056,weekday,56.9,서울특별시,동작구
11,11170,1117054,weekday,75.17,서울특별시,구로구
11,11140,1114066,weekday,89.61,서울특별시,마포구
11,11230,1123077,weekday,77.64,서울특별시,강남구
11,11230,1123068,weekday,90.55,서울특별시,강남구
11,11220,1122067,weekday,79.13,서울특별시,서초구
11,11160,1116071,weekday,76.01,서울특별시,강서구
11,11110,1111064,weekday,71.98,서울특별시,노원구
11,11120,1112074,weekday,87.03,서울특별시,은평구
11,11030,1103053,weekday,67.82,서울특별시,용산구
11,11170,1117061,weekday,66.3,서울특별시,구로구
11,11060,1106088,weekday,59.13,서울특별시,동대문구
11,11120,1112066,weekday,80.81,서울특별시,은평구
11,11250,1125067,weekday,60.46,서울특별시,강동구
11,11240,1124053,weekday,86.39,서울특별시,송파구
11,11020,1102057,weekday,57.78,서울특별시,중구
11,11010,1101069,weekday,55.27,서울특별시,종로구
11,11150,1115059,weekday,61.36,서울특별시,양천구
11,11040,1104067,weekday,88.93,서울특별시,성동구
11,11010,1101057,weekday,68.53,서울특별시,종로구
11,11090,1109071,weekday,72.27,서울특별시,강북구
11,11120,1112051,weekday,63.1,서울특별시,은평구
11,11110,1111060,weekday,68.3,서울특별시,노원구
11,11180,1118061,weekday,52.6,서울특별시,금천구
11,11100,1110061,weekday,79.72,서울특별시,도봉구
11,11180,1118054,weekday,63.74,서울특별시,금천구
11,11020,1102054,weekday,70.4,서울특별시,중구
11,11250,1125071,weekday,58.2,서울특별시,강동구
11,11130,1113071,weekday,71.84,서울특별시,서대문구
11,11120,1112052,weekday,67.38,서울특별시,은평구
11,11220,1122057,weekday,79.44,서울특별시,서초구
11,11230,1123074,weekday,71.07,서울특별시,강남구
11,11050,1105058,weekday,81.35,서울특별시,광진구
11,11110,1111051,weekday,69.0,서울특별시,노원구
11,11180,1118053,weekday,64.02,서울특별시,금천구
11,11140,1114071,weekday,78.35,서울특별시,마포구
11,11070,1107073,weekday,87.03,서울특별시,중랑구
11,11240,1124067,weekday,66.91,서울특별시,송파구
11,11070,1107070,weekday,75.42,서울특별시,중랑구
11,11230,1123072,weekday,68.3,서울특별시,강남구
11,11160,1116074,weekday,71.6,서울특별시,강서구
11,11030,1103069,weekday,68.91,서울특별시,용산구
11,11170,1117056,weekday,63.55,서울특별시,구로구
11,11250,1125054,weekday,70.12,서울특별시,강동구
11,11170,1117062,weekday,72.45,서울특별시,구로구
11,11230,1123064,weekday,76.02,서울특별시,강남구
11,11140,1114061,weekday,72.73,서울특별시,마포구
11,11120,1112055,weekday,96.77,서울특별시,은평구
11,11060,1106073,weekday,69.31,서울특별시,동대문구
11,11080,1108084,weekday,66.12,서울특별시,성북구
11,11180,1118059,weekday,90.33,서울특별시,금천구
11,11150,1115054,weekday,72.52,서울특별시,양천구
11,11150,1115060,weekday,49.08,서울특별시,양천구
11,11220,1122054,weekday,84.38,서울특별시,서초구
11,11230,1123071,weekday,73.07,서울특별시,강남구
11,11210,1121082,weekday,42.02,서울특별시,관악구
11,11030,1103057,weekday,72.24,서울특별시,용산구
11,11100,1110062,weekday,58.43,서울특별시,도봉구
11,11070,1107060,weekday,92.58,서울특별시,중랑구
11,11240,1124062,weekday,62.21,서울특별시,송파구
11,11120,1112057,weekday,75.52,서울특별시,은평구
11,11020,1102072,weekday,89.67,서울특별시,중구
11,11010,1101054,weekday,57.03,서울특별시,종로구
11,11050,1105067,weekday,90.15,서울특별시,광진구
11,11210,1121057,weekday,63.83,서울특별시,관악구
11,11010,1101071,weekday,97.59,서울특별시,종로구
11,11040,1104073,weekday,62.88,서울특별시,성동구
11,11070,1107068,weekday,76.8,서울특별시,중랑구
11,11250,1125061,weekday,84.12,서울특별시,강동구
11,11130,1113075,weekday,94.05,서울특별시,서대문구
11,11170,1117070,weekday,60.64,서울특별시,구로구
11,11050,1105064,weekday,75.68,서울특별시,광진구
11,11250,1125074,weekday,86.3,서울특별시,강동구
11,11150,1115051,weekday,52.88,서울특별시,양천구
11,11240,1124058,weekday,67.53,서울특별시,송파구
11,11070,1107052,weekday,81.52,서울특별시,중랑구
11,11190,1119070,weekday,72.8,서울특별시,영등포구
11,11110,1111073,weekday,82.03,서울특별시,노원구
11,11040,1104070,weekday,58.13,서울특별시,성동구
11,11110,1111061,weekday,68.17,서울특별시,노원구
11,11060,1106083,weekday,77.75,서울특별시,동대문구
11,11140,1114059,weekday,93.29,서울특별시,마포구
11,11050,1105066,weekday,76.84,서울특별시,광진구
11,11230,1123060,weekday,61.17,서울특별시,강남구
11,11090,1109064,weekday,69.58,서울특별시,강북구
11,11130,1113052,weekday,90.24,서울특별시,서대문구
11,11050,1105055,weekday,83.89,서울특별시,광진구
11,11140,1114076,weekday,81.54,서울특별시,마포구
11,11170,1117067,weekday,94.85,서울특별시,구로구
11,11050,1105057,weekday,81.39,서울특별시,광진구
11,11030,1103064,weekday,84.97,서울특별시,용산구
11,11240,1124082,weekday,80.53,서울특별시,송파구
11,11190,1119074,weekday,76.24,서울특별시,영등포구
11,11240,1124055,weekday,74.89,서울특별시,송파구
11,11130,1113073,weekday,78.13,서울특별시,서대문구
11,11220,1122051,weekday,78.17,서울특별시,서초구
11,11200,1120071,weekday,82.0,서울특별시,동작구
11,11100,1110055,weekday,70.12,서울특별시,도봉구
11,11080,1108059,weekday,74.69,서울특별시,성북구
11,11140,1114073,weekday,78.02,서울특별시,마포구
11,11030,1103058,weekday,68.22,서울특별시,용산구
11,11110,1111076,weekday,61.05,서울특별시,노원구
11,11220,1122066,weekday,68.98,서울특별시,서초구
11,11240,1124068,weekday,87.94,서울특별시,송파구
11,11110,1111074,weekday,85.59,서울특별시,노원구
11,11230,1123078,weekday,86.04,서울특별시,강남구
11,11210,1121064,weekday,74.03,서울특별시,관악구
11,11240,1124054,weekday,74.29,서울특별시,송파구
11,11070,1107057,weekday,65.78,서울특별시,중랑구
11,11080,1108058,weekday,62.16,서울특별시,성북구
11,11020,1102058,weekday,54.13,서울특별시,중구
11,11230,1123052,weekday,76.83,서울특별시,강남구
11,11080,1108072,weekday,75.09,서울특별시,성북구
11,11240,1124063,weekday,66.74,서울특별시,송파구
11,11220,1122061,weekday,61.81,서울특별시,서초구
11,11130,1113069,weekday,61.43,서울특별시,서대문구
11,11110,1111056,weekday,53.51,서울특별시,노원구
11,11180,1118055,weekday,81.98,서울특별시,금천구
11,11240,1124079,weekday,67.06,서울특별시,송파구
11,11120,1112071,weekday,80.12,서울특별시,은평구
11,11140,1114063,weekday,85.59,서울특별시,마포구
11,11020,1102073,weekday,77.88,서울특별시,중구
11,11080,1108068,weekday,77.51,서울특별시,성북구
11,11060,1106071,weekday,82.86,서울특별시,동대문구
11,11250,1125066,weekday,73.23,서울특별시,강동구
11,11030,1103065,weekday,58.1,서울특별시,용산구
11,11140,1114070,weekday,93.76,서울특별시,마포구
11,11040,1104056,weekday,60.3,서울특별시,성동구
11,11200,1120070,weekday,76.06,서울특별시,동작구
11,11190,1119068,weekday,65.28,서울특별시,영등포구
11,11110,1111078,weekday,79.88,서울특별시,노원구
11,11150,1115064,weekday,72.99,서울특별시,양천구
11,11070,1107055,weekday,73.42,서울특별시,중랑구
11,11040,1104069,weekday,70.91,서울특별시,성동구
11,11080,1108078,weekday,60.83,서울특별시,성북구
11,11250,1125072,weekday,77.88,서울특별시,강동구
11,11080,1108077,weekday,89.08,서울특별시,성북구
11,11020,1102071,weekday,67.1,서울특별시,중구
11,11080,1108060,weekday,70.22,서울특별시,성북구
11,11010,1101056,weekday,64.48,서울특별시,종로구
11,11150,1115053,weekday,73.83,서울특별시,양천구
11,11130,1113068,weekday,74.24,서울특별시,서대문구
11,11020,1102052,weekday,73.48,서울특별시,중구
11,11210,1121083,weekday,57.97,서울특별시,관악구
11,11210,1121071,weekday,51.56,서울특별시,관악구
11,11170,1117069,weekday,59.93,서울특별시,구로구
11,11100,1110052,weekday,80.96,서울특별시,도봉구
11,11250,1125056,weekday,67.28,서울특별시,강동구
11,11090,1109065,weekday,80.17,서울특별시,강북구
11,11220,1122059,weekday,83.38,서울특별시,서초구
11,11020,1102065,weekday,76.54,서울특별시,중구
11,11220,1122065,weekday,78.02,서울특별시,서초구
11,11220,1122068,weekday,50.26,서울특별시,서초구
11,11160,1116059,weekday,34.88,서울특별시,강서구
11,11150,1115061,weekday,74.69,서울특별시,양천구
11,11020,1102059,weekday,75.01,서울특별시,중구
11,11240,1124060,weekday,62.76,서울특별시,송파구
11,11220,1122064,weekday,55.48,서울특별시,서초구
11,11100,1110060,weekday,66.99,서울특별시,도봉구
11,11060,1106086,weekday,64.46,서울특별시,동대문구
11,11180,1118057,weekday,91.6,서울특별시,금천구
11,11210,1121078,weekday,55.42,서울특별시,관악구
11,11020,1102067,weekday,84.7,서울특별시,중구
11,11150,1115072,weekday,55.62,서울특별시,양천구
11,11140,1114068,weekday,91.65,서울특별시,마포구
11,11190,1119056,weekday,60.85,서울특별시,영등포구
11,11030,1103059,weekday,82.76,서울특별시,용산구
11,11140,1114075,weekday,95.73,서울특별시,마포구
11,11040,1104057,weekday,73.64,서울특별시,성동구
11,11170,1117055,weekday,58.29,서울특별시,구로구
11,11250,1125055,weekday,55.64,서울특별시,강동구
11,11180,1118052,weekday,77.54,서울특별시,금천구
11,11230,1123079,weekday,83.18,서울특별시,강남구
11,11160,1116053,weekday,87.71,서울특별시,강서구
11,11130,1113064,weekday,80.71,서울특별시,서대문구
11,11140,1114078,weekday,96.65,서울특별시,마포구
11,11130,1113066,weekday,70.63,서울특별시,서대문구
11,11200,1120066,weekday,82.34,서울특별시,동작구
11,11080,1108062,weekday,62.37,서울특별시,성북구
11,11040,1104058,weekday,51.01,서울특별시,성동구
11,11090,1109073,weekday,78.05,서울특별시,강북구
11,11210,1121061,weekday,70.22,서울특별시,관악구
11,11120,1112067,weekday,90.33,서울특별시,은평구
11,11230,1123067,weekday,65.12,서울특별시,강남구
11,11220,1122058,weekday,69.64,서울특별시,서초구
11,11040,1104059,weekday,70.24,서울특별시,성동구
11,11060,1106081,weekday,76.71,서울특별시,동대문구
11,11160,1116065,weekday,72.0,서울특별시,강서구
11,11250,1125070,weekday,50.91,서울특별시,강동구
11,11130,1113062,weekday,72.9,서울특별시,서대문구
11,11200,1120073,weekday,67.23,서울특별시,동작구
11,11080,1108083,weekday,72.49,서울특별시,성북구
11,11150,1115069,weekday,57.52,서울특별시,양천구
11,11200,1120069,weekday,39.98,서울특별시,동작구
11,11010,1101072,weekday,54.02,서울특별시,종로구
11,11040,1104062,weekday,61.82,서울특별시,성동구
11,11160,1116063,weekday,72.83,서울특별시,강서구
11,11230,1123080,weekday,74.39,서울특별시,강남구
11,11010,1101053,weekday,92.26,서울특별시,종로구
11,11170,1117051,weekday,88.12,서울특별시,구로구
11,11230,1123065,weekday,72.53,서울특별시,강남구
11,11190,1119066,weekday,61.06,서울특별시,영등포구
11,11110,1111052,weekday,56.55,서울특별시,노원구
11,11210,1121058,weekday,65.87,서울특별시,관악구
11,11230,1123059,weekday,73.14,서울특별시,강남구
11,11190,1119061,weekday,82.92,서울특별시,영등포구
11,11250,1125073,weekday,62.16,서울특별시,강동구
11,11190,1119067,weekday,62.4,서울특별시,영등포구
11,11110,1111069,weekday,75.99,서울특별시,노원구
11,11190,1119062,weekday,82.87,서울특별시,영등포구
11,11230,1123058,weekday,79.91,서울특별시,강남구
11,11230,1123066,weekday,66.8,서울특별시,강남구
11,11210,1121081,weekday,59.63,서울특별시,관악구
11,11050,1105063,weekday,75.62,서울특별시,광진구
11,11050,1105060,weekday,88.94,서울특별시,광진구
11,11010,1101070,weekday,81.0,서울특별시,종로구
11,11230,1123076,weekday,62.56,서울특별시,강남구
11,11030,1103051,weekday,37.78,서울특별시,용산구
11,11120,1112058,weekday,76.85,서울특별시,은평구
11,11130,1113065,weekday,65.41,서울특별시,서대문구
11,11020,1102055,weekday,74.93,서울특별시,중구
11,11200,1120063,weekday,66.59,서울특별시,동작구
11,11150,1115063,weekday,66.57,서울특별시,양천구
11,11110,1111058,weekday,57.54,서울특별시,노원구
11,11210,1121062,weekday,56.19,서울특별시,관악구
11,11250,1125052,weekday,73.05,서울특별시,강동구
11,11070,1107054,weekday,75.81,서울특별시,중랑구
11,11220,1122063,weekday,62.18,서울특별시,서초구
11,11060,1106087,weekday,57.14,서울특별시,동대문구
11,11120,1112056,weekday,83.13,서울특별시,은평구
11,11210,1121054,weekday,56.33,서울특별시,관악구
11,11160,1116067,weekday,53.95,서울특별시,강서구
11,11100,1110064,weekday,59.45,서울특별시,도봉구
11,11240,1124069,weekday,66.64,서울특별시,송파구
11,11090,1109074,weekday,69.88,서울특별시,강북구
11,11200,1120052,weekday,40.31,서울특별시,동작구
11,11180,1118060,weekday,77.38,서울특별시,금천구
11,11160,1116057,weekday,30.15,서울특별시,강서구
11,11060,1106090,weekday,61.79,서울특별시,동대문구
11,11070,1107061,weekday,90.6,서울특별시,중랑구
11,11020,1102069,weekday,79.82,서울특별시,중구
11,11210,1121065,weekday,65.31,서울특별시,관악구
11,11080,1108063,weekday,85.32,서울특별시,성북구
11,11240,1124052,weekday,55.03,서울특별시,송파구
11,11080,1108082,weekday,73.87,서울특별시,성북구
11,11090,1109075,weekday,83.85,서울특별시,강북구
11,11080,1108064,weekday,75.09,서울특별시,성북구
11,11210,1121052,weekday,76.15,서울특별시,관악구
11,11160,1116064,weekday,68.78,서울특별시,강서구
11,11060,1106082,weekday,71.22,서울특별시,동대문구
11,11180,1118058,weekday,42.73,서울특별시,금천구
11,11160,1116069,weekday,64.75,서울특별시,강서구
11,11010,1101063,weekday,89.46,서울특별시,종로구
11,11170,1117064,weekday,52.01,서울특별시,구로구
11,11250,1125065,weekday,58.89,서울특별시,강동구
11,11080,1108066,weekday,76.38,서울특별시,성북구
11,11100,1110057,weekday,60.83,서울특별시,도봉구
11,11090,1109060,weekday,75.62,서울특별시,강북구
11,11030,1103073,weekday,65.21,서울특별시,용산구
11,11110,1111079,weekday,78.7,서울특별시,노원구
11,11160,1116073,weekday,55.41,서울특별시,강서구
11,11050,1105053,weekday,88.05,서울특별시,광진구
11,11150,1115070,weekday,70.69,서울특별시,양천구
11,11050,1105059,weekday,69.63,서울특별시,광진구
11,11010,1101055,weekday,73.98,서울특별시,종로구
11,11120,1112060,weekday,70.35,서울특별시,은평구
11,11120,1112072,weekday,82.47,서울특별시,은평구
11,11070,1107071,weekday,77.84,서울특별시,중랑구
11,11240,1124081,weekday,86.36,서울특별시,송파구
11,11100,1110056,weekday,74.88,서울특별시,도봉구
11,11070,1107059,weekday,66.17,서울특별시,중랑구
11,11130,1113070,weekday,81.69,서울특별시,서대문구
11,11190,1119071,weekday,63.95,서울특별시,영등포구
11,11250,1125051,weekday,82.16,서울특별시,강동구
11,11080,1108076,weekday,80.05,서울특별시,성북구
11,11240,1124061,weekday,91.81,서울특별시,송파구
11,11150,1115052,weekday,80.19,서울특별시,양천구
11,11230,1123051,weekday,76.0,서울특별시,강남구
11,11160,1116072,weekday,61.98,서울특별시,강서구
11,11090,1109072,weekday,75.66,서울특별시,강북구
11,11060,1106089,weekday,64.87,서울특별시,동대문구
11,11070,1107069,weekday,74.68,서울특별시,중랑구
11,11220,1122056,weekday,73.32,서울특별시,서초구
11,11250,1125063,weekday,93.87,서울특별시,강동구
11,11030,1103052,weekday,47.82,서울특별시,용산구
11,11150,1115065,weekday,66.54,서울특별시,양천구
11,11160,1116066,weekday,70.19,서울특별시,강서구
11,11240,1124064,weekday,42.95,서울특별시,송파구
11,11190,1119063,weekday,47.03,서울특별시,영등포구
11,11060,1106091,weekday,50.38,서울특별시,동대문구
11,11240,1124066,weekday,51.64,서울특별시,송파구
11,11060,1106084,weekday,51.77,서울특별시,동대문구
11,11240,1124056,weekday,63.98,서울특별시,송파구
11,11070,1107062,weekday,82.46,서울특별시,중랑구
11,11050,1105061,weekday,94.91,서울특별시,광진구
11,11140,1114069,weekday,93.23,서울특별시,마포구
11,11010,1101073,weekday,74.08,서울특별시,종로구
11,11020,1102068,weekday,67.2,서울특별시,중구
11,11050,1105062,weekday,68.12,서울특별시,광진구
11,11230,1123053,weekday,71.08,서울특별시,강남구
11,11220,1122060,weekday,71.03,서울특별시,서초구
11,11020,1102060,weekday,79.71,서울특별시,중구
11,11080,1108081,weekday,66.88,서울특별시,성북구
11,11010,1101067,weekday,97.98,서울특별시,종로구
11,11050,1105065,weekday,70.98,서울특별시,광진구
11,11040,1104052,weekday,69.11,서울특별시,성동구
11,11110,1111065,weekday,76.13,서울특별시,노원구
11,11150,1115071,weekday,47.05,서울특별시,양천구
