sido_code,sigungu_code,emd_code,week_type,TI_CG,시도,시군구
31,31240,3124057,weekday,43.39,경기도,화성시
31,31240,3124033,weekday,51.06,경기도,화성시
31,31050,3105057,weekday,57.25,경기도,부천시
31,31140,3114051,weekday,70.9,경기도,오산시
31,31012,3101262,weekday,56.95,경기도,수원시 권선구
31,31041,3104153,weekday,90.5,경기도,안양시 만안구
31,31380,3138011,weekday,49.79,경기도,양평군
31,31220,3122053,weekday,50.63,경기도,안성시
31,31030,3103055,weekday,43.1,경기도,의정부시
31,31080,3108052,weekday,57.69,경기도,동두천시
31,31270,3127034,weekday,83.74,경기도,포천시
31,31012,3101265,weekday,45.93,경기도,수원시 권선구
31,31160,3116057,weekday,61.14,경기도,군포시
31,31240,3124055,weekday,38.16,경기도,화성시
31,31150,3115068,weekday,57.95,경기도,시흥시
31,31014,3101463,weekday,52.37,경기도,수원시 영통구
31,31023,3102353,weekday,62.36,경기도,성남시 분당구
31,31013,3101355,weekday,51.11,경기도,수원시 팔달구
31,31150,3115052,weekday,68.8,경기도,시흥시
31,31021,3102166,weekday,67.15,경기도,성남시 수정구
31,31012,3101260,weekday,79.53,경기도,수원시 권선구
31,31260,3126056,weekday,52.76,경기도,양주시
31,31022,3102254,weekday,44.07,경기도,성남시 중원구
31,31014,3101464,weekday,58.42,경기도,수원시 영통구
31,31180,3118052,weekday,94.25,경기도,하남시
31,31192,3119252,weekday,70.34,경기도,용인시 기흥구
31,31042,3104258,weekday,60.52,경기도,안양시 동안구
31,31240,3124013,weekday,58.05,경기도,화성시
31,31220,3122034,weekday,41.63,경기도,안성시
31,31150,3115070,weekday,41.2,경기도,시흥시
31,31050,3105077,weekday,87.24,경기도,부천시
31,31140,3114056,weekday,66.79,경기도,오산시
31,31200,3120052,weekday,59.65,경기도,파주시
31,31023,3102364,weekday,57.8,경기도,성남시 분당구
31,31070,3107012,weekday,57.09,경기도,평택시
31,31240,3124060,weekday,58.85,경기도,화성시
31,31160,3116056,weekday,65.5,경기도,군포시
31,31210,3121053,weekday,31.56,경기도,이천시
31,31014,3101466,weekday,64.4,경기도,수원시 영통구
31,31200,3120057,weekday,53.06,경기도,파주시
31,31060,3106056,weekday,44.94,경기도,광명시
31,31350,3135011,weekday,42.44,경기도,연천군
31,31191,3119113,weekday,54.75,경기도,용인시 처인구
31,31091,3109158,weekday,62.85,경기도,안산시 상록구
31,31170,3117052,weekday,52.53,경기도,의왕시
31,31050,3105076,weekday,73.51,경기도,부천시
31,31070,3107032,weekday,51.03,경기도,평택시
31,31092,3109273,weekday,68.61,경기도,안산시 단원구
31,31210,3121034,weekday,43.46,경기도,이천시
31,31200,3120032,weekday,26.13,경기도,파주시
31,31050,3105072,weekday,94.11,경기도,부천시
31,31042,3104266,weekday,83.9,경기도,안양시 동안구
31,31060,3106057,weekday,58.01,경기도,광명시
31,31050,3105052,weekday,81.63,경기도,부천시
31,31011,3101161,weekday,78.89,경기도,수원시 장안구
31,31080,3108056,weekday,70.7,경기도,동두천시
31,31070,3107053,weekday,53.52,경기도,평택시
31,31012,3101255,weekday,58.55,경기도,수원시 권선구
31,31240,3124054,weekday,71.48,경기도,화성시
31,31030,3103051,weekday,74.03,경기도,의정부시
31,31350,3135031,weekday,42.79,경기도,연천군
31,31021,3102165,weekday,49.1,경기도,성남시 수정구
31,31130,3113031,weekday,51.64,경기도,남양주시
31,31280,3128053,weekday,44.09,경기도,여주시
31,31101,3110153,weekday,36.4,경기도,고양시 덕양구
31,31260,3126031,weekday,43.0,경기도,양주시
31,31011,3101160,weekday,74.14,경기도,수원시 장안구
31,31130,3113014,weekday,53.67,경기도,남양주시
31,31101,3110163,weekday,47.55,경기도,고양시 덕양구
31,31041,3104159,weekday,71.96,경기도,안양시 만안구
31,31130,3113052,weekday,40.81,경기도,남양주시
31,31270,3127037,weekday,38.96,경기도,포천시
31,31220,3122032,weekday,46.58,경기도,안성시
31,31101,3110156,weekday,72.76,경기도,고양시 덕양구
31,31092,3109259,weekday,59.47,경기도,안산시 단원구
31,31023,3102376,weekday,69.83,경기도,성남시 분당구
31,31280,3128036,weekday,36.21,경기도,여주시
31,31050,3105065,weekday,63.1,경기도,부천시
31,31092,3109278,weekday,78.41,경기도,안산시 단원구
31,31014,3101460,weekday,61.34,경기도,수원시 영통구
31,31370,3137033,weekday,38.37,경기도,가평군
31,31021,3102154,weekday,59.26,경기도,성남시 수정구
31,31091,3109162,weekday,69.25,경기도,안산시 상록구
31,31070,3107063,weekday,62.32,경기도,평택시
31,31023,3102374,weekday,64.39,경기도,성남시 분당구
31,31230,3123058,weekday,61.83,경기도,김포시
31,31130,3113034,weekday,76.9,경기도,남양주시
31,31023,3102352,weekday,62.23,경기도,성남시 분당구
31,31120,3112051,weekday,66.08,경기도,구리시
31,31014,3101453,weekday,59.69,경기도,수원시 영통구
31,31042,3104259,weekday,76.82,경기도,안양시 동안구
31,31200,3120056,weekday,51.39,경기도,파주시
31,31240,3124064,weekday,62.09,경기도,화성시
31,31060,3106063,weekday,66.21,경기도,광명시
31,31370,3137035,weekday,84.63,경기도,가평군
31,31160,3116052,weekday,72.76,경기도,군포시
31,31091,3109154,weekday,34.28,경기도,안산시 상록구
31,31350,3135038,weekday,64.1,경기도,연천군
31,31050,3105083,weekday,64.01,경기도,부천시
31,31150,3115051,weekday,62.79,경기도,시흥시
31,31042,3104257,weekday,80.34,경기도,안양시 동안구
31,31060,3106066,weekday,50.4,경기도,광명시
31,31050,3105071,weekday,89.33,경기도,부천시
31,31050,3105070,weekday,65.82,경기도,부천시
31,31101,3110155,weekday,76.69,경기도,고양시 덕양구
31,31230,3123053,weekday,52.61,경기도,김포시
31,31150,3115059,weekday,65.77,경기도,시흥시
31,31022,3102259,weekday,90.98,경기도,성남시 중원구
31,31120,3112053,weekday,86.27,경기도,구리시
31,31350,3135035,weekday,19.14,경기도,연천군
31,31050,3105084,weekday,35.32,경기도,부천시
31,31192,3119260,weekday,76.01,경기도,용인시 기흥구
31,31191,3119111,weekday,54.02,경기도,용인시 처인구
31,31210,3121052,weekday,45.42,경기도,이천시
31,31240,3124012,weekday,65.0,경기도,화성시
31,31150,3115064,weekday,59.28,경기도,시흥시
31,31250,3125014,weekday,42.67,경기도,광주시
31,31250,3125053,weekday,49.59,경기도,광주시
31,31150,3115071,weekday,11.55,경기도,시흥시
31,31350,3135033,weekday,50.8,경기도,연천군
31,31042,3104252,weekday,92.93,경기도,안양시 동안구
31,31220,3122031,weekday,70.31,경기도,안성시
31,31023,3102362,weekday,67.96,경기도,성남시 분당구
31,31170,3117053,weekday,55.29,경기도,의왕시
31,31120,3112058,weekday,66.46,경기도,구리시
31,31130,3113013,weekday,51.33,경기도,남양주시
31,31250,3125034,weekday,43.18,경기도,광주시
31,31191,3119153,weekday,59.38,경기도,용인시 처인구
31,31041,3104156,weekday,65.62,경기도,안양시 만안구
31,31200,3120011,weekday,53.55,경기도,파주시
31,31110,3111051,weekday,44.39,경기도,과천시
31,31070,3107031,weekday,57.93,경기도,평택시
31,31110,3111055,weekday,63.02,경기도,과천시
31,31220,3122033,weekday,31.98,경기도,안성시
31,31101,3110160,weekday,87.12,경기도,고양시 덕양구
31,31080,3108053,weekday,38.13,경기도,동두천시
31,31210,3121012,weekday,46.22,경기도,이천시
31,31260,3126011,weekday,72.05,경기도,양주시
31,31092,3109272,weekday,39.25,경기도,안산시 단원구
31,31240,3124042,weekday,57.66,경기도,화성시
31,31240,3124052,weekday,48.88,경기도,화성시
31,31011,3101156,weekday,66.0,경기도,수원시 장안구
31,31050,3105060,weekday,89.77,경기도,부천시
31,31180,3118055,weekday,88.14,경기도,하남시
31,31014,3101454,weekday,64.75,경기도,수원시 영통구
31,31150,3115065,weekday,65.47,경기도,시흥시
31,31104,3110457,weekday,67.05,경기도,고양시 일산서구
31,31022,3102251,weekday,61.98,경기도,성남시 중원구
31,31101,3110166,weekday,26.79,경기도,고양시 덕양구
31,31070,3107056,weekday,73.58,경기도,평택시
31,31110,3111052,weekday,76.55,경기도,과천시
31,31192,3119262,weekday,49.59,경기도,용인시 기흥구
31,31042,3104264,weekday,90.89,경기도,안양시 동안구
31,31042,3104263,weekday,74.31,경기도,안양시 동안구
31,31270,3127036,weekday,73.67,경기도,포천시
31,31023,3102355,weekday,39.55,경기도,성남시 분당구
31,31220,3122039,weekday,53.95,경기도,안성시
31,31092,3109268,weekday,69.57,경기도,안산시 단원구
31,31210,3121011,weekday,69.53,경기도,이천시
31,31070,3107062,weekday,48.78,경기도,평택시
31,31050,3105058,weekday,69.46,경기도,부천시
31,31220,3122041,weekday,72.91,경기도,안성시
31,31260,3126032,weekday,61.97,경기도,양주시
31,31012,3101261,weekday,59.35,경기도,수원시 권선구
31,31101,3110161,weekday,52.17,경기도,고양시 덕양구
31,31021,3102151,weekday,90.48,경기도,성남시 수정구
31,31030,3103058,weekday,68.47,경기도,의정부시
31,31101,3110152,weekday,58.85,경기도,고양시 덕양구
31,31193,3119354,weekday,71.22,경기도,용인시 수지구
31,31193,3119353,weekday,65.68,경기도,용인시 수지구
31,31180,3118053,weekday,47.15,경기도,하남시
31,31380,3138036,weekday,51.3,경기도,양평군
31,31103,3110351,weekday,69.74,경기도,고양시 일산동구
31,31240,3124065,weekday,41.02,경기도,화성시
31,31030,3103056,weekday,76.05,경기도,의정부시
31,31210,3121031,weekday,29.99,경기도,이천시
31,31270,3127033,weekday,45.37,경기도,포천시
31,31350,3135012,weekday,77.51,경기도,연천군
31,31191,3119132,weekday,65.38,경기도,용인시 처인구
31,31070,3107060,weekday,41.23,경기도,평택시
31,31011,3101162,weekday,50.46,경기도,수원시 장안구
31,31192,3119261,weekday,72.11,경기도,용인시 기흥구
31,31240,3124035,weekday,63.79,경기도,화성시
31,31050,3105053,weekday,68.18,경기도,부천시
31,31220,3122040,weekday,48.6,경기도,안성시
31,31050,3105066,weekday,68.03,경기도,부천시
31,31101,3110167,weekday,39.73,경기도,고양시 덕양구
31,31023,3102361,weekday,84.63,경기도,성남시 분당구
31,31101,3110164,weekday,49.79,경기도,고양시 덕양구
31,31350,3135037,weekday,16.71,경기도,연천군
31,31380,3138033,weekday,61.3,경기도,양평군
31,31104,3110453,weekday,49.77,경기도,고양시 일산서구
31,31011,3101163,weekday,69.7,경기도,수원시 장안구
31,31022,3102260,weekday,53.95,경기도,성남시 중원구
31,31013,3101354,weekday,79.32,경기도,수원시 팔달구
31,31021,3102158,weekday,89.14,경기도,성남시 수정구
31,31011,3101157,weekday,67.79,경기도,수원시 장안구
31,31041,3104164,weekday,50.29,경기도,안양시 만안구
31,31011,3101158,weekday,82.9,경기도,수원시 장안구
31,31103,3110356,weekday,52.59,경기도,고양시 일산동구
31,31280,3128037,weekday,25.04,경기도,여주시
31,31180,3118063,weekday,42.34,경기도,하남시
31,31140,3114055,weekday,45.85,경기도,오산시
31,31280,3128052,weekday,59.56,경기도,여주시
31,31041,3104155,weekday,70.04,경기도,안양시 만안구
31,31070,3107059,weekday,67.9,경기도,평택시
31,31060,3106065,weekday,64.04,경기도,광명시
31,31180,3118064,weekday,72.91,경기도,하남시
31,31050,3105086,weekday,74.93,경기도,부천시
31,31130,3113051,weekday,44.56,경기도,남양주시
31,31092,3109266,weekday,58.14,경기도,안산시 단원구
31,31060,3106062,weekday,43.82,경기도,광명시
31,31230,3123035,weekday,75.19,경기도,김포시
31,31380,3138031,weekday,54.83,경기도,양평군
31,31030,3103065,weekday,54.37,경기도,의정부시
31,31280,3128035,weekday,54.56,경기도,여주시
31,31240,3124036,weekday,71.55,경기도,화성시
31,31050,3105082,weekday,41.56,경기도,부천시
31,31013,3101353,weekday,94.47,경기도,수원시 팔달구
31,31070,3107061,weekday,77.86,경기도,평택시
31,31200,3120055,weekday,30.2,경기도,파주시
31,31180,3118060,weekday,82.34,경기도,하남시
31,31380,3138041,weekday,68.31,경기도,양평군
31,31014,3101465,weekday,57.84,경기도,수원시 영통구
31,31210,3121036,weekday,64.69,경기도,이천시
31,31250,3125051,weekday,48.66,경기도,광주시
31,31023,3102378,weekday,68.35,경기도,성남시 분당구
31,31013,3101372,weekday,89.38,경기도,수원시 팔달구
31,31193,3119355,weekday,63.03,경기도,용인시 수지구
31,31270,3127041,weekday,31.73,경기도,포천시
31,31280,3128032,weekday,59.84,경기도,여주시
31,31050,3105074,weekday,83.4,경기도,부천시
31,31101,3110165,weekday,58.11,경기도,고양시 덕양구
31,31091,3109177,weekday,50.44,경기도,안산시 상록구
31,31014,3101462,weekday,72.45,경기도,수원시 영통구
31,31042,3104255,weekday,65.61,경기도,안양시 동안구
31,31200,3120054,weekday,70.57,경기도,파주시
31,31030,3103060,weekday,61.1,경기도,의정부시
31,31030,3103066,weekday,46.63,경기도,의정부시
31,31050,3105068,weekday,66.4,경기도,부천시
31,31103,3110360,weekday,69.57,경기도,고양시 일산동구
31,31170,3117056,weekday,54.45,경기도,의왕시
31,31180,3118065,weekday,63.96,경기도,하남시
31,31012,3101252,weekday,43.8,경기도,수원시 권선구
31,31023,3102354,weekday,44.32,경기도,성남시 분당구
31,31050,3105078,weekday,39.49,경기도,부천시
31,31030,3103053,weekday,77.71,경기도,의정부시
31,31160,3116054,weekday,51.99,경기도,군포시
31,31240,3124015,weekday,60.11,경기도,화성시
31,31210,3121054,weekday,53.35,경기도,이천시
31,31041,3104162,weekday,56.82,경기도,안양시 만안구
31,31200,3120021,weekday,5.89,경기도,파주시
31,31240,3124038,weekday,62.19,경기도,화성시
31,31110,3111056,weekday,60.09,경기도,과천시
31,31021,3102168,weekday,51.14,경기도,성남시 수정구
31,31280,3128038,weekday,27.76,경기도,여주시
31,31022,3102253,weekday,61.04,경기도,성남시 중원구
31,31013,3101369,weekday,61.26,경기도,수원시 팔달구
31,31070,3107064,weekday,67.14,경기도,평택시
31,31270,3127032,weekday,72.83,경기도,포천시
31,31101,3110158,weekday,44.65,경기도,고양시 덕양구
31,31230,3123011,weekday,72.26,경기도,김포시
31,31101,3110154,weekday,51.48,경기도,고양시 덕양구
31,31370,3137032,weekday,84.37,경기도,가평군
31,31060,3106058,weekday,48.83,경기도,광명시
31,31150,3115062,weekday,75.64,경기도,시흥시
31,31280,3128011,weekday,47.24,경기도,여주시
31,31042,3104262,weekday,87.3,경기도,안양시 동안구
31,31270,3127031,weekday,64.22,경기도,포천시
31,31191,3119112,weekday,71.73,경기도,용인시 처인구
31,31230,3123062,weekday,54.01,경기도,김포시
31,31091,3109157,weekday,71.44,경기도,안산시 상록구
31,31120,3112054,weekday,60.91,경기도,구리시
31,31260,3126051,weekday,40.81,경기도,양주시
31,31240,3124056,weekday,44.96,경기도,화성시
31,31150,3115055,weekday,52.81,경기도,시흥시
31,31200,3120038,weekday,38.62,경기도,파주시
31,31110,3111054,weekday,80.28,경기도,과천시
31,31104,3110459,weekday,42.23,경기도,고양시 일산서구
31,31091,3109173,weekday,76.26,경기도,안산시 상록구
31,31250,3125052,weekday,68.85,경기도,광주시
31,31104,3110451,weekday,86.01,경기도,고양시 일산서구
31,31370,3137031,weekday,46.98,경기도,가평군
31,31070,3107057,weekday,63.29,경기도,평택시
31,31230,3123056,weekday,42.72,경기도,김포시
31,31030,3103059,weekday,73.14,경기도,의정부시
31,31192,3119253,weekday,75.95,경기도,용인시 기흥구
31,31080,3108055,weekday,53.48,경기도,동두천시
31,31060,3106051,weekday,92.04,경기도,광명시
31,31130,3113057,weekday,44.9,경기도,남양주시
31,31021,3102156,weekday,84.02,경기도,성남시 수정구
31,31091,3109176,weekday,60.45,경기도,안산시 상록구
31,31170,3117055,weekday,64.72,경기도,의왕시
31,31350,3135034,weekday,54.8,경기도,연천군
31,31160,3116060,weekday,48.15,경기도,군포시
31,31230,3123036,weekday,62.95,경기도,김포시
31,31030,3103052,weekday,46.12,경기도,의정부시
31,31200,3120031,weekday,51.78,경기도,파주시
31,31270,3127039,weekday,67.6,경기도,포천시
31,31250,3125036,weekday,97.4,경기도,광주시
31,31180,3118051,weekday,69.24,경기도,하남시
31,31270,3127040,weekday,54.84,경기도,포천시
31,31021,3102153,weekday,49.54,경기도,성남시 수정구
31,31022,3102258,weekday,54.03,경기도,성남시 중원구
31,31022,3102261,weekday,41.68,경기도,성남시 중원구
31,31041,3104158,weekday,67.09,경기도,안양시 만안구
31,31210,3121038,weekday,49.51,경기도,이천시
31,31200,3120013,weekday,57.4,경기도,파주시
31,31240,3124066,weekday,54.28,경기도,화성시
31,31104,3110455,weekday,57.11,경기도,고양시 일산서구
31,31023,3102363,weekday,61.16,경기도,성남시 분당구
31,31023,3102356,weekday,49.06,경기도,성남시 분당구
31,31220,3122051,weekday,58.69,경기도,안성시
31,31050,3105067,weekday,61.4,경기도,부천시
31,31023,3102368,weekday,59.83,경기도,성남시 분당구
31,31042,3104256,weekday,80.15,경기도,안양시 동안구
31,31192,3119254,weekday,74.71,경기도,용인시 기흥구
31,31103,3110358,weekday,27.51,경기도,고양시 일산동구
31,31192,3119256,weekday,41.01,경기도,용인시 기흥구
31,31193,3119358,weekday,76.46,경기도,용인시 수지구
31,31041,3104163,weekday,74.4,경기도,안양시 만안구
31,31042,3104267,weekday,63.88,경기도,안양시 동안구
31,31191,3119151,weekday,72.3,경기도,용인시 처인구
31,31210,3121035,weekday,42.29,경기도,이천시
31,31210,3121033,weekday,46.33,경기도,이천시
31,31092,3109277,weekday,47.84,경기도,안산시 단원구
31,31160,3116055,weekday,65.06,경기도,군포시
31,31120,3112055,weekday,90.57,경기도,구리시
31,31270,3127035,weekday,61.75,경기도,포천시
31,31130,3113053,weekday,42.39,경기도,남양주시
31,31050,3105073,weekday,83.17,경기도,부천시
31,31023,3102371,weekday,79.89,경기도,성남시 분당구
31,31050,3105079,weekday,74.52,경기도,부천시
31,31103,3110352,weekday,80.77,경기도,고양시 일산동구
31,31091,3109178,weekday,40.22,경기도,안산시 상록구
31,31380,3138032,weekday,80.26,경기도,양평군
31,31050,3105069,weekday,84.27,경기도,부천시
31,31060,3106064,weekday,71.27,경기도,광명시
31,31192,3119255,weekday,37.31,경기도,용인시 기흥구
31,31130,3113011,weekday,58.71,경기도,남양주시
31,31011,3101159,weekday,74.64,경기도,수원시 장안구
31,31050,3105081,weekday,73.07,경기도,부천시
31,31240,3124067,weekday,39.5,경기도,화성시
31,31380,3138037,weekday,55.93,경기도,양평군
31,31270,3127052,weekday,74.15,경기도,포천시
31,31092,3109270,weekday,67.61,경기도,안산시 단원구
31,31260,3126052,weekday,56.94,경기도,양주시
31,31192,3119259,weekday,60.84,경기도,용인시 기흥구
31,31160,3116061,weekday,54.43,경기도,군포시
31,31041,3104161,weekday,60.56,경기도,안양시 만안구
31,31220,3122042,weekday,25.16,경기도,안성시
31,31101,3110169,weekday,45.55,경기도,고양시 덕양구
31,31023,3102375,weekday,54.25,경기도,성남시 분당구
31,31070,3107058,weekday,63.94,경기도,평택시
31,31192,3119257,weekday,52.89,경기도,용인시 기흥구
31,31150,3115056,weekday,54.48,경기도,시흥시
31,31023,3102351,weekday,70.1,경기도,성남시 분당구
31,31120,3112056,weekday,83.96,경기도,구리시
31,31080,3108058,weekday,49.89,경기도,동두천시
31,31220,3122011,weekday,56.7,경기도,안성시
31,31200,3120035,weekday,54.04,경기도,파주시
31,31180,3118056,weekday,43.41,경기도,하남시
31,31023,3102372,weekday,48.59,경기도,성남시 분당구
31,31042,3104253,weekday,81.56,경기도,안양시 동안구
31,31022,3102255,weekday,44.99,경기도,성남시 중원구
31,31092,3109275,weekday,76.5,경기도,안산시 단원구
31,31050,3105059,weekday,45.77,경기도,부천시
31,31014,3101451,weekday,59.38,경기도,수원시 영통구
31,31170,3117054,weekday,75.31,경기도,의왕시
31,31050,3105080,weekday,77.64,경기도,부천시
31,31101,3110159,weekday,79.7,경기도,고양시 덕양구
31,31042,3104254,weekday,69.88,경기도,안양시 동안구
31,31022,3102262,weekday,62.9,경기도,성남시 중원구
31,31104,3110452,weekday,84.57,경기도,고양시 일산서구
31,31021,3102160,weekday,47.71,경기도,성남시 수정구
31,31280,3128033,weekday,29.34,경기도,여주시
31,31260,3126053,weekday,51.49,경기도,양주시
31,31110,3111053,weekday,59.63,경기도,과천시
31,31130,3113054,weekday,52.02,경기도,남양주시
